announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_avg,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,rare_ases_avg,nadas,flaps,label
0,0,0,0,0,0,0,13,1,12,5,9,5.132162375708239,13,0,2,0,0,11,0,0,4,7,43,0.10167626162854558,0,0,normal
0,0,0,0,0,0,1,18,4,14,9,7,2.7081080206877806,7,3,6,0,9,0,0,0,4,6,31,0.012534839143136014,0,1,normal
0,1,0,0,0,0,1,0,0,4,16,1,0.43277959023936274,2,25,0,0,0,0,0,0,0,0,16,0.18339212118319745,13,0,normal
0,1,0,2,0,0,0,0,0,4,5,3,2.3602373054535115,5,0,20,40,8,0,0,0,3,0,1,0.0785915300863488,1,9,normal
0,0,0,0,0,0,0,3,0,6,7,3,0.9450869672527298,3,15,0,4,9,0,0,0,2,12,47,0.07170904728272287,0,8,normal
0,0,0,0,0,0,2,8,0,9,8,2,2.8216254174504485,7,12,1,27,3,0,0,0,3,8,93,0.01858271564875223,16,4,normal
0,2,0,1,0,0,1,0,0,4,6,4,1.6056305546150034,4,6,4,3,6,0,0,0,6,6,13,0.026538978568839064,9,0,normal
0,1,0,0,0,0,0,8,0,9,17,4,2.356526382919115,7,18,2,2,0,0,0,0,0,2,32,0.10278366260494592,48,7,normal
0,2,0,0,0,0,0,3,0,6,4,3,3.5458547076164724,12,6,0,10,8,0,2,1,1,0,19,0.11969710711529129,11,0,normal
0,0,0,0,0,0,1,0,0,5,7,5,3.638772215792887,9,7,15,15,0,2,1,0,5,19,41,0.20379764508345477,13,1,normal
0,1,0,0,0,0,0,0,0,5,7,5,0.9634027887567641,3,3,12,0,0,0,0,0,0,9,155,0.06517787941449989,8,4,normal
0,0,0,1,0,0,1,14,3,12,5,4,1.9678502512481786,5,13,5,0,0,0,0,0,1,12,22,0.017486509126374145,3,1,normal
0,3,0,0,0,0,0,31,10,21,6,5,1.4929964039466037,5,13,0,10,9,0,0,0,0,4,180,0.17336624880498497,25,1,normal
0,1,0,0,0,0,0,5,0,7,4,4,0.2231276902479935,3,0,11,0,13,0,0,0,0,0,13,0.17824243980170387,1,10,normal
0,0,0,0,0,0,1,13,1,12,5,2,0.5498007908845688,1,0,0,0,0,0,0,0,0,3,20,0.05664049562273165,4,0,normal
0,2,0,0,0,0,0,8,0,9,6,4,2.320525864107125,6,0,15,18,0,1,0,0,2,0,42,0.24565017400327027,2,9,normal
0,0,0,0,0,0,0,9,0,9,5,2,0.5849813716928471,0,0,0,0,0,0,0,0,0,0,13,0.10649420251212785,3,0,normal
0,2,0,0,0,0,1,1,0,5,6,3,2.746705836944945,4,3,14,0,2,3,0,0,3,0,25,0.03568901553530433,0,11,normal
0,0,0,0,0,0,0,5,0,7,6,4,1.3888284353197253,1,13,2,0,0,0,0,0,10,0,10,0.48888707881363813,1,3,normal
0,1,0,0,0,0,1,0,0,3,10,3,2.094685559958505,5,0,4,17,0,0,1,0,0,7,51,0.03043855069526124,3,1,normal
0,3,0,1,0,0,0,3,0,5,6,3,1.3706781544511448,0,3,0,0,0,0,0,0,5,4,73,0.03240527191347548,17,4,normal
0,3,0,0,0,0,1,4,0,7,6,3,2.717328381290367,3,4,21,0,7,0,0,0,0,8,26,0.23975121684502967,0,9,normal
0,2,0,0,0,0,0,0,0,4,6,2,0.8387707411573927,0,10,0,0,0,0,0,0,0,1,17,0.03453355425791324,12,0,normal
0,3,0,0,0,0,1,2,0,6,9,1,1.6860865715704252,1,0,10,0,0,0,0,0,0,0,16,0.12143463044613918,0,1,normal
0,1,0,1,0,0,0,19,4,15,7,5,0.1777478000552799,2,0,8,0,0,0,0,0,0,0,13,0.09757470404740183,4,0,normal
0,1,0,0,0,0,0,0,0,4,7,2,1.64778864399985,2,5,0,13,0,0,0,0,0,4,79,0.18808025069329395,1,1,normal
0,0,0,0,0,0,1,11,1,11,8,8,5.521758677650789,21,13,6,10,0,3,1,0,0,4,15,0.17090160108427074,1,0,normal
0,2,0,1,0,0,0,13,2,11,8,3,0.47858070464034785,0,0,0,0,0,0,0,0,0,2,8,0.026890979015719674,17,0,normal
0,3,0,0,0,0,0,14,2,12,10,2,1.2025527154246154,3,0,5,32,4,0,0,0,0,0,26,0.16860673874567825,1,20,normal
0,0,0,1,0,0,0,4,0,6,5,2,0.0,2,9,7,9,0,0,0,0,4,4,19,0.0,1,0,normal
0,13,0,0,0,0,0,14,2,12,6,8,3.8922756463853116,3,0,0,0,0,0,0,0,0,7,27,0.32181057402132723,6,1,normal
0,2,0,0,0,0,0,0,0,5,6,2,1.7971312057498698,1,0,4,0,0,0,0,0,1,0,62,0.23653413353434516,1,0,normal
0,1,0,0,0,0,1,4,0,7,6,3,1.2580653873337289,0,0,0,0,0,0,0,0,3,0,11,0.32953764965738797,1,0,normal
2,0,2,0,0,1,0,9,0,9,6,3,0.5917744508581335,2,2,4,16,0,0,0,0,0,0,9,0.23668120262586834,7,1,normal
5,0,5,0,1,4,0,0,0,5,6,2,3.8310112042453994,0,0,0,0,0,0,0,0,0,7,25,0.22216108257314046,9,0,normal
0,0,0,0,0,0,1,0,0,4,12,2,0.8684090779282359,0,0,0,0,0,0,0,0,5,5,15,0.12793708018370192,12,0,normal
0,1,0,0,0,0,1,3,0,6,5,4,2.59024279470494,2,10,0,5,0,0,0,0,12,6,65,0.26568661637751806,1,3,normal
0,1,0,0,0,0,0,0,0,5,9,3,2.3264316367195708,3,14,12,14,0,0,0,0,6,0,232,0.14233916755237147,56,0,normal
0,1,0,0,0,0,1,6,0,8,6,2,0.7791722129182519,2,9,3,0,0,0,0,0,0,2,32,0.4654729220700683,7,3,normal
0,1,0,1,0,0,1,0,0,3,4,3,2.2667136809544135,2,0,6,0,0,0,0,0,0,2,76,0.13820350645438778,11,0,normal
0,0,0,1,0,0,1,0,0,5,5,3,1.2229512657274468,2,2,0,0,0,0,0,0,0,0,64,0.018568799294819388,27,0,normal
0,1,0,0,0,0,1,0,0,4,5,2,0.0,2,3,3,28,0,0,0,0,5,0,191,0.03027336452457789,1,7,normal
0,0,0,1,0,0,0,0,0,4,10,2,0.11380528283492741,2,8,0,13,0,0,0,0,7,0,98,0.2778424592127471,1,0,normal
0,1,0,0,0,0,1,0,0,5,9,3,1.9773958924344852,13,8,10,19,4,0,2,0,0,0,99,0.2814663587888734,1,0,normal
0,0,0,0,0,0,0,16,3,13,6,2,1.744574986581511,2,0,18,21,0,0,0,0,1,0,29,0.053997008487540334,1,0,normal
0,1,0,1,0,0,1,0,0,3,5,3,1.0871468354071374,0,4,0,0,0,0,0,0,0,5,41,0.13640726643061488,0,0,normal
0,5,0,0,0,0,0,7,0,8,7,4,2.7527207092200756,3,7,0,0,0,0,0,0,0,8,69,0.018151082453549343,0,1,normal
0,1,0,1,0,0,0,9,0,9,6,7,3.6873974369196394,5,16,7,4,0,0,0,0,1,7,50,0.06621644508769622,0,0,normal
0,0,0,1,0,0,2,18,5,13,5,5,1.5857321437899827,2,9,15,11,0,0,0,0,0,0,41,0.036686083470390096,5,1,normal
0,0,0,0,0,0,0,1,0,5,6,4,1.5836437046496437,4,10,4,21,10,3,0,0,0,18,40,0.009014872676467243,1,3,normal
0,0,0,2,0,0,2,6,0,7,5,4,1.7346766934943916,1,4,0,0,0,0,0,0,4,0,10,0.0897573594446372,7,1,normal
0,2,0,0,0,0,1,0,0,4,7,2,0.3505331656341215,5,15,2,17,6,0,2,0,0,4,17,0.109393074689711,117,1,normal
0,2,0,0,0,0,1,28,9,19,7,4,1.3647081673256458,1,6,0,0,0,0,0,0,0,7,130,0.037881180316370576,11,0,normal
0,2,0,0,0,0,1,1,0,5,6,3,0.608887468684354,2,0,0,33,0,0,0,0,0,4,8,0.2529483354633348,1,1,normal
3,0,3,0,0,2,0,0,0,5,8,3,3.2011204348053264,4,16,2,4,13,0,0,0,10,14,19,0.037708754392215986,5,0,normal
0,1,0,1,0,0,0,0,0,4,8,2,0.0,2,10,0,23,0,0,0,0,0,13,29,0.268328058328784,0,4,normal
0,0,0,1,0,0,1,0,0,5,5,3,1.8081287440297036,2,0,0,14,0,0,0,0,14,7,53,0.08025177658038923,1,9,normal
0,0,0,0,0,0,1,15,2,12,6,6,2.1357102194830375,4,0,4,14,13,0,0,0,6,1,15,0.11839405457158143,11,1,normal
0,2,0,0,0,0,0,0,0,5,8,3,1.2455651874139517,0,6,0,0,0,0,0,0,0,0,51,0.05728649739344342,0,6,normal
0,0,0,0,0,0,2,0,0,4,7,3,1.8421288569981282,1,7,0,0,0,0,0,0,0,0,76,0.026727940421711664,7,6,normal
0,1,0,0,0,0,1,0,0,5,6,8,2.1587570516121124,5,5,7,10,0,0,0,0,0,15,14,0.053517561073611816,0,0,normal
1,0,1,1,0,1,1,7,0,8,6,3,4.039026619463526,2,6,1,12,0,0,0,0,11,2,73,0.053235372946406165,0,0,normal
0,1,0,3,0,0,1,14,2,12,6,5,1.0796960537338751,0,18,0,0,0,0,0,0,9,13,14,0.3907072995307318,2,7,normal
0,2,0,0,0,0,1,5,0,7,6,5,3.546891981094548,3,13,10,4,0,0,0,0,13,7,127,0.0720491930778459,20,13,normal
0,3,0,1,0,0,0,2,0,5,8,3,0.8147871914307843,0,5,0,0,0,0,0,0,2,0,30,0.03799895294623571,22,14,normal
0,0,0,0,0,0,1,3,0,6,8,2,1.0084684817889928,2,11,9,0,0,0,0,0,0,9,81,0.11127671670795117,6,6,normal
0,1,0,0,0,0,1,21,5,16,11,6,3.030729537133076,10,0,0,0,11,7,1,0,0,2,40,0.21798883098293698,269,1,normal
0,2,0,0,0,0,0,5,0,7,6,2,0.9566358925930328,1,7,15,0,0,0,0,0,8,2,3,0.008908938220762374,13,1,normal
0,10,0,0,0,0,0,2,0,6,7,2,0.9733683579927006,0,19,0,0,0,0,0,0,0,1,2,0.18827106907432764,1,0,normal
0,0,0,0,0,0,0,4,0,7,4,3,2.015045972595798,2,0,5,13,0,0,0,0,3,1,16,0.1911634525992682,14,0,normal
0,0,0,1,0,0,2,0,0,4,6,2,1.782084301059604,0,0,0,0,0,0,0,0,0,0,18,0.03187745543775093,1,2,normal
0,1,0,0,0,0,1,0,0,4,7,3,0.5193081714322911,0,0,0,0,0,0,0,0,8,0,46,0.3068306062746304,15,3,normal
0,0,0,0,0,0,0,0,0,5,5,5,2.6287067397731505,2,0,10,0,0,0,0,0,0,4,11,0.26357990245471774,1,0,normal
0,1,0,0,0,0,1,0,0,5,5,2,0.07235894155420208,0,0,0,0,0,0,0,0,6,5,32,0.18608324830747064,3,0,normal
0,5,0,0,0,0,0,1,0,5,6,2,3.1579202412531218,7,0,0,10,0,4,0,0,2,2,25,0.13776848284085635,60,3,normal
1,0,1,1,1,0,1,3,0,5,7,4,1.4668388625157038,3,0,0,3,17,0,0,0,2,0,22,0.15982821828121907,0,3,normal
0,2,0,0,0,0,0,5,0,8,12,7,2.124535488275387,9,2,0,10,0,0,0,0,5,0,10,0.06369639956341024,13,17,normal
0,1,0,0,0,0,0,0,0,5,7,6,1.1771026658033659,2,11,0,0,0,0,0,0,10,5,26,0.09710821265180894,12,1,normal
0,1,0,0,0,0,2,6,0,8,10,2,1.3986922888848135,1,0,14,0,0,0,0,0,6,12,77,0.08028603108101548,7,0,normal
0,1,0,0,0,0,0,0,0,4,7,2,1.4906465959416821,1,16,0,0,0,0,0,0,8,13,25,0.13025599665183196,14,0,normal
0,0,0,0,0,0,1,0,0,5,4,2,0.0,0,7,0,0,0,0,0,0,0,7,25,0.08569099823294445,0,0,normal
0,1,0,0,0,0,0,146,64,82,6,3,0.8773026492573065,1,11,0,0,0,0,0,0,6,2,28,0.41774440722332384,3,0,normal
0,1,0,1,0,0,1,1,0,5,6,2,2.301376264104748,1,0,0,0,0,0,0,0,6,13,186,0.05041956847903057,12,5,normal
0,1,0,0,0,0,0,0,0,5,6,2,1.6087235140617442,2,10,0,0,0,0,0,0,3,12,70,0.26414396989159145,9,1,normal
0,1,0,0,0,0,0,0,0,4,6,2,2.0265467378877093,4,0,12,0,3,1,0,0,0,0,103,0.10042516764303709,3,1,normal
0,0,0,0,0,0,2,4,0,6,8,7,3.4974801636890094,11,11,7,10,16,5,0,0,5,1,7,0.12366576999378874,0,7,normal
0,1,0,1,0,0,2,7,0,7,4,3,1.1982245014790678,0,5,0,0,0,0,0,0,10,8,19,0.029289540471438013,0,0,normal
0,3,0,0,0,0,0,3,0,6,9,4,1.780207456997584,1,8,0,0,0,0,0,0,1,0,76,0.18881538897410616,146,7,normal
0,2,0,1,0,0,0,4,0,6,11,1,0.7030255437811983,2,0,4,29,0,0,0,0,0,4,72,0.05754148764126963,94,4,normal
0,0,0,0,0,0,0,6,0,8,12,4,0.36906178358006625,0,0,0,0,0,0,0,0,0,0,13,0.21414206804733807,1,20,normal
0,2,0,0,0,0,1,0,0,5,6,4,0.33514667488062044,4,9,11,4,3,2,0,0,17,0,6,0.017108933119703948,33,0,normal
0,0,0,0,0,0,0,21,5,16,7,4,0.8705987661741695,1,0,6,0,0,0,0,0,3,0,7,0.12273603742816433,0,38,normal
0,1,0,1,0,0,2,7,0,8,4,2,3.0595441074815746,11,8,0,2,1,0,0,1,0,0,43,0.1093099104300226,13,5,normal
0,1,0,3,0,0,1,0,0,3,5,4,1.0825623273418115,3,0,17,0,0,0,0,0,0,6,24,0.1311786313038663,9,0,normal
0,1,0,0,0,0,1,8,0,8,6,2,3.7190785993755844,12,10,0,0,6,0,0,0,0,4,74,0.100634199646484,1,0,normal
0,3,0,0,0,0,0,10,0,10,5,1,0.6235037130987611,0,0,0,0,0,0,0,0,0,0,84,0.027379556523347885,1,6,normal
0,0,0,0,0,0,0,1,0,5,5,2,1.8239705220032825,0,8,0,0,0,0,0,0,6,9,17,0.012473132529718049,3,4,normal
3,1,3,0,3,0,0,0,0,5,4,6,2.0394495561033845,5,9,0,6,5,0,0,0,15,4,114,0.0646697563115823,0,0,normal
0,2,0,1,0,0,0,9,0,9,7,2,1.1694947742346273,2,0,2,1,0,0,0,0,1,0,36,0.004590844669313097,1,6,normal
0,5,0,1,0,0,0,12,2,10,6,2,1.874871034816655,2,8,0,0,0,0,0,0,0,0,33,0.21443277582392892,73,5,normal
0,0,0,0,0,0,0,7,0,9,6,3,2.074033982124996,0,4,0,0,0,0,0,0,0,9,59,0.03402876666179404,5,1,normal
0,2,0,0,0,0,0,7,0,8,12,5,3.3402252943765847,10,0,0,0,3,0,1,0,5,6,59,0.18268156602832455,182,0,normal
0,0,0,0,0,0,0,0,0,5,6,2,1.7597687814273542,1,0,0,0,0,0,0,0,4,0,36,0.029707742508849305,0,1,normal
0,0,0,0,0,0,0,0,0,4,5,1,0.20846941635397154,0,0,0,0,0,0,0,0,0,0,21,0.3278469981579826,21,0,normal
0,2,0,0,0,0,1,2,0,5,10,6,2.42932025971632,10,6,4,9,5,2,2,0,0,3,53,0.04291960589392146,20,0,normal
0,2,0,0,0,0,1,6,0,8,5,2,1.0457788783047572,0,0,0,0,0,0,0,0,0,9,18,0.13583476035054334,2,0,normal
0,1,0,0,0,0,0,0,0,5,12,3,1.795592928147429,9,4,0,0,2,6,1,0,2,5,24,0.15613938681632214,0,0,normal
0,1,0,0,0,0,1,3,0,6,12,5,2.013159829294462,4,0,0,15,0,0,0,0,2,5,20,0.14740686939571573,9,100,normal
7,1,7,0,6,0,0,1,0,5,5,2,1.2674179559245518,0,10,0,0,0,0,0,0,0,1,35,0.28410093445799994,1,0,normal
0,1,0,0,0,0,0,0,0,4,5,4,2.162670913887085,0,0,0,0,0,0,0,0,0,13,87,0.010923482283208417,300,11,normal
0,0,0,0,0,0,0,6,0,8,7,2,2.070252833668434,3,0,0,22,13,0,0,0,6,11,33,0.1542307548930368,0,0,normal
0,16,0,0,0,0,1,14,2,12,6,5,0.7957239225041162,5,9,4,7,6,0,0,0,0,2,106,0.11413806331249635,8,1,normal
0,1,0,0,0,0,0,5,0,7,5,2,1.4780386673949306,0,6,0,0,0,0,0,0,0,7,26,0.10439834349508706,0,0,normal
0,0,0,0,0,0,0,0,0,5,9,2,1.2241576553966345,2,6,1,5,0,0,0,0,6,13,50,0.13073374566867665,60,0,normal
0,1,0,0,0,0,1,4,0,7,7,2,1.7368952993101465,1,7,9,0,0,0,0,0,12,7,68,0.045274649395355346,17,0,normal
0,2,0,0,0,0,1,0,0,5,7,3,3.284498272332555,17,0,0,0,17,0,0,0,5,2,58,0.22409133092737846,364,5,normal
0,0,0,0,0,0,0,0,0,4,4,2,1.518673020495933,0,10,0,0,0,0,0,0,6,9,21,0.2793119289413864,0,1,normal
0,11,0,0,0,0,0,3,0,6,5,3,1.6197956358643966,0,9,0,0,0,0,0,0,3,7,15,0.32155345348946807,0,1,normal
0,3,0,0,0,0,0,0,0,5,9,2,0.4355063338852463,0,0,0,0,0,0,0,0,0,9,36,0.10011454780138068,1,12,normal
0,0,0,0,0,0,0,14,2,12,8,4,0.7304472405913793,0,1,0,0,0,0,0,0,3,3,67,0.0162433402403413,8,15,normal
0,1,0,1,0,0,1,11,0,11,6,2,2.0776692008414623,0,3,0,0,0,0,0,0,4,4,21,0.17614576245274186,1,0,normal
0,2,0,0,0,0,1,3,0,6,6,3,0.7714906366962804,1,2,7,0,0,0,0,0,11,13,69,0.10102924588423524,2,1,normal
0,1,0,0,0,0,1,13,2,11,6,5,2.0795032374718345,4,6,4,0,13,0,0,0,0,6,23,0.17050744514845245,11,8,normal
0,1,0,1,0,0,2,0,0,3,4,2,1.3295429196247746,4,16,23,30,0,3,0,0,5,0,73,0.035924672269378594,5,1,normal
0,2,0,0,0,0,1,0,0,4,6,3,1.5765058134592052,1,13,0,0,0,0,0,0,7,0,13,0.16181604537996444,25,1,normal
0,2,0,0,0,0,0,2,0,6,6,2,2.459489780949167,5,0,0,0,3,1,0,0,0,0,40,0.09199945813512705,0,0,normal
0,1,0,0,0,0,2,2,0,5,6,2,2.6537095416800187,11,8,11,9,12,0,1,0,0,0,98,0.011922942794003796,41,3,normal
0,0,0,0,0,0,1,15,3,12,10,2,1.5132191423490668,1,14,4,0,0,0,0,0,3,8,28,0.06561231906903928,9,1,normal
0,0,0,0,0,0,0,159,70,89,6,6,4.255353213831437,4,6,9,0,0,0,0,0,2,0,36,0.194487980631472,6,1,normal
0,1,0,0,0,0,5,0,0,4,5,5,3.3079604015359516,11,13,5,24,4,0,0,1,0,6,33,0.0835841334256232,1,19,normal
0,2,0,0,0,0,1,13,1,12,6,2,0.596707549066841,1,20,14,0,0,0,0,0,0,13,2,0.1364635246535234,4,0,normal
0,0,0,0,0,0,0,1,0,5,7,4,1.9403842675899137,2,12,0,16,0,0,0,0,14,0,24,0.06961836315897378,0,0,normal
0,0,0,2,0,0,1,8,0,9,7,1,0.11257430672321078,0,5,0,0,0,0,0,0,0,0,58,0.11747509780287672,4,4,normal
0,1,0,0,0,0,0,21,5,16,4,3,1.5594151592308616,1,11,11,0,0,0,0,0,1,0,21,0.04779282686137402,23,9,normal
0,0,0,1,0,0,0,4,0,7,7,3,1.9264298011278924,2,4,0,4,0,0,0,0,9,0,30,0.34408729061118315,0,0,normal
0,1,0,1,0,0,1,7,0,8,5,6,0.35638719265990626,3,3,9,0,0,0,0,0,0,1,34,0.3816335629927543,9,0,normal
0,2,0,0,0,0,0,4,0,7,6,2,2.608866948084916,4,0,2,11,0,0,0,0,0,0,23,0.0817315455478193,6,0,normal
0,2,0,1,0,0,0,1,0,4,9,2,1.4159478416846714,1,17,0,0,0,0,0,0,0,0,39,0.10568152950509892,21,0,normal
0,1,0,0,0,0,0,3,0,6,4,5,1.466145422525678,3,0,0,20,0,0,0,0,0,3,52,0.09225142986824342,1,25,normal
0,0,0,0,0,0,0,33,11,22,6,1,2.7488190302174065,0,15,0,0,0,0,0,0,1,2,18,0.16053566155903368,34,3,normal
0,0,0,0,0,0,1,0,0,4,7,2,3.0216547227458035,12,8,10,17,0,3,1,0,12,0,71,0.032759402883301036,49,0,normal
4,0,4,0,0,4,0,0,0,4,6,5,1.5919828031293202,4,0,11,1,0,0,0,0,0,4,12,0.060270228724992214,1,0,normal
1,1,1,0,0,1,0,78,32,46,7,5,1.7207456203204854,4,7,2,15,0,0,0,0,4,9,16,0.012595207656505169,8,0,normal
0,1,0,0,0,0,0,7,0,8,6,5,2.004111563685081,5,0,10,10,3,0,0,0,1,3,74,0.2007631271223271,166,0,normal
3,0,3,0,0,2,0,2,0,6,6,3,0.652409004845315,7,9,12,0,12,3,2,0,0,3,175,0.04239484181269499,0,1,normal
0,1,0,1,0,0,1,0,0,4,7,4,1.1471959292401595,3,11,5,0,7,0,0,0,1,2,10,0.02570892918507407,13,3,normal
0,0,0,0,0,0,0,11,0,10,5,3,2.8883320689027254,8,0,0,7,0,0,1,0,3,5,20,0.17371077265309368,1,3,normal
0,2,0,0,0,0,1,26,7,18,6,4,2.957759440172314,4,4,7,8,0,0,0,0,1,14,13,0.10303750273281005,15,0,normal
0,1,0,0,0,0,0,3,0,6,5,5,2.547971578647351,7,19,6,3,0,0,1,0,6,6,11,0.00875402542661709,15,1,normal
5,0,5,0,4,0,0,23,6,17,5,7,0.7145736208964972,5,0,10,9,0,0,0,0,0,0,71,0.10004557037701256,8,1,normal
0,12,0,0,0,0,1,4,0,7,5,2,1.5993754002563785,0,0,0,0,0,0,0,0,6,1,19,0.18345821036822427,12,27,normal
0,0,0,0,0,0,1,3,0,6,6,2,2.099870168320274,1,16,0,0,0,0,0,0,0,1,72,0.06091907352838439,1,8,normal
0,9,0,0,0,0,0,10,0,10,7,3,2.5481160451383618,4,20,0,0,14,0,0,0,0,1,26,0.0581995587638984,245,5,normal
0,2,0,1,0,0,0,0,0,4,9,3,0.9619791553221676,2,3,0,32,0,0,0,0,13,4,21,0.030226711656512875,7,0,normal
0,1,0,0,0,0,1,0,0,5,6,4,0.2803085286628224,4,12,10,0,0,0,0,0,1,0,39,0.1916469170779827,16,0,normal
0,0,0,0,0,0,0,7,0,8,6,2,1.413776073252855,1,15,2,0,0,0,0,0,0,0,10,0.14396335066627539,12,0,normal
0,1,0,0,0,0,1,3,0,6,5,3,2.794622235193536,3,0,6,0,0,0,0,0,2,0,19,0.09045689221173486,1,0,normal
0,3,0,0,0,0,0,0,0,4,4,3,1.103555448859996,1,0,0,0,0,0,0,0,10,0,36,0.01656904923716079,16,9,normal
5,0,5,0,4,0,0,0,0,4,6,4,1.508368698721384,6,15,16,3,0,10,2,0,15,0,71,0.11460454692743828,2,4,normal
0,0,0,0,0,0,0,13,1,12,5,6,1.3329297602981565,4,17,0,9,0,0,0,0,4,0,15,0.03542766332443236,79,1,normal
0,0,0,0,0,0,1,0,0,4,5,3,0.0,1,9,10,0,0,0,0,0,9,1,30,0.029445331648786238,1,0,normal
0,0,0,0,0,0,1,0,0,5,7,3,1.5644749659403012,4,0,5,16,0,1,0,0,11,6,6,0.14359752067152262,263,1,normal
0,0,0,0,0,0,0,1,0,5,5,5,2.188065295109789,4,21,2,12,6,0,0,0,0,0,19,0.03215978069959694,172,1,normal
0,0,0,0,0,0,1,13,1,12,6,3,1.4065537680486064,7,0,1,14,0,0,0,1,7,0,20,0.0894673373088768,2,6,normal
0,2,0,0,0,0,0,7,0,8,6,3,1.5733180255472954,3,0,0,18,9,0,0,0,8,7,24,0.025150000318068206,19,1,normal
0,0,0,0,0,0,0,4,0,7,7,2,1.286415149497837,1,5,13,0,0,0,0,0,3,0,33,0.14926360827579696,17,1,normal
0,6,0,0,0,0,0,0,0,4,6,5,1.96718874947047,4,16,3,1,0,0,0,0,4,0,97,0.05990860563661168,143,6,normal
0,0,0,0,0,0,0,1,0,5,8,1,0.9461631345427001,0,11,0,0,0,0,0,0,7,12,95,0.17404268152742783,1,0,normal
0,1,0,0,0,0,0,0,0,5,7,4,1.8144374050219636,3,6,0,0,0,0,0,0,4,1,107,0.044662807007205985,29,0,normal
0,1,0,0,0,0,0,4,0,7,11,3,1.2228557657639405,2,7,4,22,0,0,0,0,0,0,11,0.3526839882674433,0,0,normal
0,2,0,0,0,0,0,28,8,19,7,5,1.8908700523442235,4,4,11,0,0,0,0,0,0,0,19,0.060156347311839414,0,0,normal
0,0,0,0,0,0,0,0,0,5,7,4,2.453638364758245,5,8,0,0,0,3,0,0,2,8,129,0.18128017352920947,1,0,normal
0,0,0,1,0,0,2,40,14,26,5,3,0.7490088158846855,3,0,0,0,0,0,0,0,10,0,28,0.6061276905182669,12,1,normal
0,5,0,1,0,0,0,279,199,135,5,4,0.9026587329435184,0,1,0,0,0,0,0,0,3,0,34,0.15435768043118386,2,1,normal
0,6,0,0,0,0,1,8,0,8,8,3,0.27696359964011696,1,5,11,0,0,0,0,0,0,0,112,0.23715167652111802,106,9,normal
0,0,0,0,0,0,0,109,46,62,8,6,2.5802448546777117,5,0,0,15,0,0,0,0,3,5,10,0.10516525146228564,29,0,normal
0,0,0,2,0,0,0,3,0,4,6,3,0.1390752121364569,0,7,0,0,0,0,0,0,0,5,67,0.15376394772281635,61,8,normal
0,1,0,1,0,0,1,52,20,32,5,5,0.8911113494902714,3,1,0,0,0,0,0,0,0,4,100,0.10577852862944459,0,1,normal
0,1,0,1,0,0,0,6,0,7,8,3,1.180583539147235,2,19,1,10,0,0,0,0,0,4,9,0.17308390366542764,4,24,normal
0,1,0,0,0,0,0,76,31,45,6,2,1.191783278100921,1,17,20,0,0,0,0,0,2,7,27,0.36934367583604705,1,2,normal
0,3,0,0,0,0,0,0,0,5,5,1,1.1671096723704202,1,0,2,0,0,0,0,0,8,0,17,0.03385137841777006,1,0,normal
0,2,0,0,0,0,0,6,0,8,12,9,5.736865252919011,21,2,10,13,2,5,0,0,0,10,9,0.06083796874199477,14,0,normal
0,0,0,0,0,0,0,19,4,15,4,5,2.8299690907037816,7,1,8,20,8,0,2,0,0,16,45,0.029737172060373462,5,2,normal
0,1,0,0,0,0,1,0,0,4,6,2,1.593626864484204,0,0,0,0,0,0,0,0,8,2,7,0.3697853601854316,1,0,normal
0,1,0,0,0,0,2,0,0,4,9,5,1.9124355972208598,1,5,0,0,0,0,0,0,1,4,17,0.12347567323158948,0,8,normal
0,0,0,1,0,0,0,0,0,4,10,4,2.4639861307217257,8,0,10,8,2,0,2,0,0,5,148,0.1394240609946599,0,2,normal
0,1,0,0,0,0,1,1,0,5,6,4,1.978674050896205,4,0,0,2,0,6,0,0,6,9,11,0.152759893166875,17,2,normal
0,0,0,0,0,0,0,4,0,7,8,3,1.0118947047595819,1,8,0,0,0,0,0,0,3,1,39,0.02994403665628442,0,0,normal
0,2,0,0,0,0,1,6,0,8,5,4,1.8019024420914893,3,8,12,32,0,0,0,0,0,0,161,0.19176415590324486,10,0,normal
0,0,0,0,0,0,1,3,0,5,6,4,0.2579159828917026,3,0,0,0,0,0,0,0,5,0,36,0.051223307641328146,7,0,normal
0,0,0,0,0,0,0,4,0,7,7,2,1.010558603435192,1,10,0,0,0,0,0,0,0,0,49,0.031379066765501666,1,4,normal
0,2,0,0,0,0,1,4,0,7,6,5,3.024004222300219,8,0,20,0,9,3,0,1,2,0,19,0.039009229510545924,26,7,normal
0,1,0,0,0,0,1,12,2,10,6,3,2.3533269665502115,3,5,0,6,11,0,0,0,0,5,10,0.02064793673441889,1,0,normal
0,1,0,0,0,0,0,0,0,5,6,3,2.3153727368749424,12,10,0,2,6,0,1,1,0,5,10,0.13750766993764263,5,6,normal
0,1,0,2,0,0,1,1,0,4,7,2,1.878590174338588,1,3,0,0,0,0,0,0,0,3,33,0.02757935872711969,10,6,normal
