announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,nadas,flaps,edit_distance_avg,rare_ases_avg,timestamp,label,discovered_label,generation_method,log_transform_used,bgp_constraints_enforced
8,1,8,0,4,4,1,1,0,1,8,2,3,0,1,0,1,0,0,0,0,1,14,0,1,2.304829946981573,0.3469156924301914,2024-01-03 15:48:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
22,5,22,0,19,3,1,1,0,1,7,2,4,0,0,1,0,1,0,0,0,0,23,0,3,2.651493311252792,0.2004521757541149,2024-01-03 15:49:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
121,15,121,2,97,24,11,4,0,4,17,5,5,1,10,7,3,2,1,0,1,8,67,26,9,1.8717672078712169,0.11386940016220903,2024-01-03 15:50:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
45,13,45,1,22,23,8,2,1,1,12,4,4,1,4,2,6,1,0,0,1,4,29,0,5,2.1689895177086655,0.11503815634185413,2024-01-03 15:51:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
65,4,65,0,54,10,8,6,1,5,10,3,2,1,7,4,0,0,0,0,1,7,28,15,0,1.251914747907059,0.09209679815572742,2024-01-03 15:52:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
28,3,28,2,19,9,2,4,0,3,11,3,3,1,1,6,2,0,0,0,1,1,16,3,0,1.8540781495989767,0.11220548694221932,2024-01-03 15:53:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
90,25,90,1,37,53,3,4,1,3,13,2,3,1,2,6,1,0,0,0,1,2,44,1,0,1.648085720209493,0.10164122383997058,2024-01-03 15:54:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
10,0,10,1,8,2,1,1,0,1,5,3,2,0,2,2,0,0,0,0,0,1,13,0,0,1.4059172019830761,0.30159210172248446,2024-01-03 15:55:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
37,4,37,2,24,13,2,3,2,1,8,4,4,1,0,2,4,1,0,0,1,0,18,0,1,2.4528723178194736,0.0848523611923226,2024-01-03 15:56:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
22,3,22,0,19,2,1,1,0,1,8,2,4,0,0,1,0,1,0,0,0,0,26,0,3,2.9910554858865384,0.2078952062323687,2024-01-03 15:57:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
21,1,21,0,14,7,0,4,0,4,8,4,3,0,2,3,1,0,0,0,0,2,10,0,0,1.8705891225872522,0.10102956592404921,2024-01-03 15:58:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
62,7,62,3,54,7,4,8,1,7,13,3,4,2,6,4,3,1,0,0,2,5,37,6,4,1.7632139207641562,0.10311277489514074,2024-01-03 15:59:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
11,6,11,2,6,5,1,3,1,2,7,4,3,2,1,1,1,0,0,0,2,1,10,8,1,1.045229914082128,0.2510570933981868,2024-01-03 16:00:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
19,1,19,1,10,9,1,2,0,2,9,4,3,0,1,3,1,0,0,0,0,1,17,3,0,2.015025688328764,0.15160225246647616,2024-01-03 16:01:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
31,2,31,3,26,4,1,7,0,7,10,5,3,1,3,10,3,1,0,0,1,3,13,0,1,1.9688992596715855,0.08233845935967676,2024-01-03 16:02:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
24,0,24,0,12,12,3,1,0,1,11,3,4,0,0,0,3,3,0,0,0,0,22,2,0,3.3494502365897416,0.13552440958751322,2024-01-03 16:03:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
10,1,10,0,4,5,1,0,0,0,7,2,2,0,0,1,0,0,0,0,0,0,17,1,1,2.0,0.33508973309166523,2024-01-03 16:04:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
292,27,292,2,186,106,5,4,0,4,23,3,6,2,3,8,3,2,1,0,0,2,140,26,4,2.5978074537074014,0.08685630207589547,2024-01-03 16:05:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
19,1,19,1,10,9,1,2,0,2,9,4,3,0,1,3,1,0,0,0,0,1,17,3,0,2.0955947845189167,0.15329269211055555,2024-01-03 16:06:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
25,3,25,2,18,7,3,4,1,3,12,5,3,1,3,3,3,0,0,0,1,2,17,2,0,1.8351224753023567,0.1358069026588778,2024-01-03 16:07:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
35,7,35,0,27,8,0,9,0,9,8,3,2,0,11,6,0,0,0,0,0,9,20,4,7,1.4578252803317244,0.09426857560178627,2024-01-03 16:08:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
16,2,16,0,8,8,2,2,0,2,7,3,3,0,1,3,1,0,0,0,0,1,15,2,1,2.0526611093928944,0.17998079723254828,2024-01-03 16:09:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
23,4,23,3,14,9,1,3,1,2,9,3,2,3,2,2,0,0,0,0,2,2,22,1,2,0.8008464684862691,0.20766428739398202,2024-01-03 16:10:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
21,2,21,3,14,6,3,6,0,6,13,5,6,2,5,1,2,0,1,2,2,4,20,1,2,2.2256657935248203,0.1677457955104783,2024-01-03 16:11:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
117,1,117,0,97,20,7,4,0,4,12,5,6,0,0,3,6,5,1,1,0,0,57,24,0,3.3455125943248745,0.09039597045677271,2024-01-03 16:12:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
41,2,41,1,35,6,1,4,0,4,11,3,5,0,4,1,0,0,1,0,0,3,32,12,2,2.0456339850968406,0.15113919897804887,2024-01-03 16:13:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
43,5,43,1,36,7,1,2,0,2,10,3,3,0,2,1,0,0,0,0,0,1,28,9,1,1.8845738201092344,0.11725252535195838,2024-01-03 16:14:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
20,6,20,0,11,9,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,26,1,3,0.06866327174362374,0.2632079651565116,2024-01-03 16:15:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
12,2,12,2,7,5,2,3,1,2,7,4,2,3,2,1,0,0,0,0,1,1,6,5,0,0.7752285099613178,0.1462909235700599,2024-01-03 16:16:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
8,1,8,0,4,4,1,1,0,1,8,2,3,0,1,0,1,0,0,0,0,1,15,0,1,2.0,0.3607484071436958,2024-01-03 16:17:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
84,17,84,1,28,56,9,3,1,2,11,3,3,1,4,10,1,0,0,0,1,4,50,5,4,1.6620214292862636,0.11801018165312327,2024-01-03 16:18:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
18,1,18,3,11,7,1,3,1,2,14,3,3,1,3,0,4,0,0,0,1,2,18,2,1,2.0257080974043586,0.17506071044281804,2024-01-03 16:19:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
39,3,39,4,24,15,4,12,1,11,9,4,4,1,4,15,2,1,0,0,1,3,17,1,2,1.9333782597488713,0.0871123323245685,2024-01-03 16:20:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
16,0,16,2,12,4,2,2,0,2,7,4,3,1,1,4,1,0,0,0,1,1,21,0,0,1.7299614169797657,0.26499505272787416,2024-01-03 16:21:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
250,38,250,5,183,67,20,13,2,11,28,4,7,4,4,8,23,5,2,0,2,3,98,76,10,2.9450314872077747,0.07358829775608447,2024-01-03 16:22:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
24,1,24,3,18,6,4,4,0,4,13,4,3,2,4,3,4,0,0,0,2,4,20,1,1,1.6324565540843337,0.1522285041738299,2024-01-03 16:23:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
25,0,25,1,13,12,2,2,0,2,9,3,4,0,1,0,3,2,0,0,0,1,23,2,0,2.8858800405088267,0.14791629961785063,2024-01-03 16:24:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
10,0,10,1,9,0,0,3,1,2,4,2,1,1,2,0,0,0,0,0,1,2,4,1,0,0.5830525407912488,0.1341731448789061,2024-01-03 16:25:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
36,8,36,0,28,8,0,9,0,9,8,3,2,0,12,7,0,0,0,0,0,9,19,4,8,1.367869473322686,0.08312637167385975,2024-01-03 16:26:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
120,6,120,2,100,20,3,5,0,5,12,6,7,2,2,5,2,2,0,0,2,2,65,1,4,2.200532055487342,0.10727128575941988,2024-01-03 16:27:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
37,7,37,0,28,9,0,9,0,9,8,3,3,0,10,5,0,0,0,0,0,8,20,3,7,1.4909091710837425,0.09778201879964993,2024-01-03 16:28:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
61,7,61,6,55,6,3,8,3,5,13,3,4,6,3,4,2,1,0,0,4,3,38,3,3,1.180560414401691,0.11925352161079142,2024-01-03 16:29:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
34,0,34,1,25,9,2,11,0,11,7,3,3,1,1,9,3,0,0,0,1,1,17,2,0,2.0,0.10105891698850593,2024-01-03 16:30:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
120,12,120,4,96,24,7,7,4,3,13,2,3,4,3,6,2,0,0,0,4,3,68,4,5,1.4556244553900441,0.10599958009950564,2024-01-03 16:31:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
338,15,338,1,206,132,2,1,1,0,27,2,4,1,5,5,2,1,0,0,1,5,98,12,6,1.78943029310835,0.06150499576559702,2024-01-03 16:32:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
19,0,19,0,13,5,2,2,1,1,7,3,2,1,1,3,0,0,0,0,1,1,12,2,0,1.6312125922812977,0.1923447871272231,2024-01-03 16:33:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
23,10,23,0,19,4,1,1,0,1,6,3,3,0,1,0,1,0,0,0,0,1,17,1,3,1.9364710236682159,0.1806875862656371,2024-01-03 16:34:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
26,8,26,0,24,2,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,19,2,3,0.0,0.13976559594455873,2024-01-03 16:35:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
101,0,101,0,95,6,2,1,0,1,28,3,3,0,1,1,1,0,0,0,0,1,74,10,0,1.7645938754497068,0.18452416777417993,2024-01-03 16:36:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
110,2,110,3,103,7,1,3,0,3,28,4,4,3,3,1,1,1,0,0,1,1,62,11,1,1.3744245008163896,0.14266650491089394,2024-01-03 16:37:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
28,1,28,4,16,12,0,3,0,3,9,2,2,3,4,4,0,0,0,0,2,3,16,0,0,1.065010112121076,0.1205707872153277,2024-01-03 16:38:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
607,1,607,1,584,23,4,5,1,4,28,4,5,1,1,2,3,0,1,0,1,1,80,2,0,2.3614738814917007,0.02946741932921099,2024-01-03 16:39:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
9,1,9,0,4,5,1,0,0,0,7,2,4,0,0,1,0,1,0,0,0,0,14,0,0,2.782131724457856,0.3132426666955824,2024-01-03 16:40:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
62,3,62,8,58,4,1,9,2,7,11,4,4,8,6,4,1,1,0,0,7,6,25,0,2,0.9008916608249504,0.08898346307028165,2024-01-03 16:41:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
11,1,11,1,11,0,0,3,1,2,5,2,1,1,2,0,0,0,0,0,1,2,8,2,0,0.5841051348942701,0.20210182612011848,2024-01-03 16:42:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
583,0,583,2,569,14,1,3,1,1,28,4,2,2,2,1,0,0,0,0,1,1,77,1,0,0.9457006881907543,0.029715494892177778,2024-01-03 16:43:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
111,1,111,2,104,7,1,4,0,4,28,4,4,2,2,3,1,1,0,0,1,1,62,11,1,1.5800082869782612,0.14006207367802148,2024-01-03 16:44:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
13,1,13,1,8,5,1,2,1,1,5,4,4,1,1,1,1,1,0,0,1,1,15,5,1,1.8459433007473511,0.29047599600927476,2024-01-03 16:45:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
37,0,37,1,33,4,1,6,0,6,6,4,3,1,4,1,2,0,0,0,0,4,19,7,0,1.529080292369657,0.12670090924715416,2024-01-03 16:46:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
129,20,129,5,102,27,5,7,5,2,16,2,3,5,3,6,3,0,0,0,5,3,72,3,3,1.404995555066706,0.09505430917603035,2024-01-03 16:47:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
130,10,130,1,100,29,3,6,2,4,18,4,5,2,4,4,4,1,2,0,2,2,66,3,2,2.206063614394089,0.07399351099319719,2024-01-03 16:48:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
18,1,18,0,9,9,1,2,0,2,8,3,3,0,0,2,1,0,0,0,0,0,19,2,0,2.328974318834533,0.17876943372721993,2024-01-03 16:49:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
12,2,12,2,7,5,1,2,0,2,7,4,2,2,2,2,0,0,0,0,1,1,12,4,0,1.060036404178659,0.19884198630464728,2024-01-03 16:50:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
23,9,23,0,19,4,1,1,0,1,6,3,3,0,1,0,1,0,0,0,0,1,17,1,3,1.8223689589725978,0.1803939702076116,2024-01-03 16:51:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
53,1,53,0,10,43,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,25,2,1,0.5371034785826005,0.07657288838180339,2024-01-03 16:52:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
237,41,237,6,168,69,35,11,5,6,14,4,5,4,14,45,23,11,5,0,4,14,67,5,12,2.3727102676234813,0.042270511876957004,2024-01-03 16:53:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
30,1,30,3,25,5,1,8,0,8,9,5,3,1,4,12,1,0,0,0,1,4,14,0,1,1.7145060437890014,0.09194508404587372,2024-01-03 16:54:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
24,8,24,0,22,2,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,20,9,3,0.0,0.22215865607363414,2024-01-03 16:55:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
9,0,9,0,6,3,0,1,0,1,14,2,3,0,0,1,1,0,0,0,0,0,19,2,0,2.4065985367214164,0.36027838462627293,2024-01-03 16:56:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
590,0,590,3,573,17,3,4,1,3,28,4,2,3,4,2,0,0,0,0,2,2,75,2,0,0.9509633492303362,0.02844494584006076,2024-01-03 16:57:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
605,5,605,4,581,24,4,5,1,4,28,4,4,2,3,5,2,1,0,0,1,3,87,5,4,1.781067219449897,0.031601062793333405,2024-01-03 16:58:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
36,2,36,0,24,12,2,3,1,2,12,3,3,1,0,2,0,1,0,0,1,0,37,3,1,1.6680077940640001,0.18609370509950215,2024-01-03 16:59:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
37,1,37,2,26,11,2,13,1,12,9,2,3,0,1,13,2,0,0,0,0,1,18,1,1,2.0,0.0881503011465137,2024-01-03 17:00:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
36,0,36,0,32,4,1,5,0,5,6,4,3,0,4,1,1,0,0,0,0,4,17,4,0,1.539548990035491,0.11736722384286222,2024-01-03 17:01:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
597,0,597,1,576,21,3,3,0,3,28,4,3,0,3,4,3,0,0,0,0,3,92,1,1,1.9692180640037422,0.034310149973934265,2024-01-03 17:02:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
13,3,13,1,13,0,0,2,1,1,6,2,1,1,1,0,0,0,0,0,1,1,17,2,1,0.5108415688524974,0.29529439751206576,2024-01-03 17:03:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
25,8,25,0,24,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,16,4,4,0.0,0.12020010798356313,2024-01-03 17:04:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
41,2,41,3,35,6,0,12,3,9,7,3,4,3,7,1,2,1,0,0,3,7,30,13,0,1.2753709922763141,0.15097906954625195,2024-01-03 17:05:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
22,3,22,7,18,3,1,8,6,1,8,3,6,6,2,1,0,1,0,0,6,1,9,1,2,1.1273700189559215,0.1545826869545859,2024-01-03 17:06:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
44,6,44,2,40,4,2,6,1,5,8,3,4,3,3,1,2,1,0,0,2,3,36,2,4,1.5875829570227895,0.18285215248936088,2024-01-03 17:07:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
7,2,7,0,3,4,1,1,0,1,8,3,3,0,1,1,1,0,0,0,0,1,6,3,1,2.0,0.17834354196120528,2024-01-03 17:08:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
14,0,14,2,6,8,2,2,1,1,7,3,2,1,3,1,0,0,0,0,1,1,17,7,0,0.9837090107557926,0.2644892156662815,2024-01-03 17:09:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
20,2,20,2,18,2,0,1,0,1,9,3,5,1,0,0,2,0,1,0,1,0,22,1,1,2.7359290222636403,0.19560012150522021,2024-01-03 17:10:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
25,8,25,0,23,2,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,15,9,5,0.4469361797548652,0.11703986971243709,2024-01-03 17:11:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
19,1,19,1,9,10,1,2,0,2,10,4,3,0,1,3,1,0,0,0,0,1,19,2,0,2.0667032648776917,0.18167914887061426,2024-01-03 17:12:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
21,1,21,0,16,4,3,2,0,2,7,2,2,0,1,4,0,0,0,0,0,1,17,1,1,1.604870059898182,0.16743101273287686,2024-01-03 17:13:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
126,7,126,0,98,28,3,6,1,5,17,4,5,1,4,4,4,1,2,0,1,2,64,3,2,2.389968684599985,0.07584004824452431,2024-01-03 17:14:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
285,24,285,3,186,99,7,6,1,5,20,4,7,3,4,9,5,2,1,0,1,3,140,26,5,2.6259518364125967,0.09276061697460862,2024-01-03 17:15:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
20,6,20,0,11,9,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,26,1,3,0.0,0.2617145723098504,2024-01-03 17:16:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
13,1,13,1,8,5,1,2,1,1,5,4,4,1,1,1,1,1,0,0,1,1,17,5,1,1.9784548955589547,0.3114109875506913,2024-01-03 17:17:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
24,2,24,3,17,6,4,8,5,3,11,4,7,5,2,2,1,0,1,0,5,1,15,2,1,1.5670992540529776,0.16166431819966454,2024-01-03 17:18:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
7,2,7,0,4,2,1,1,0,1,7,3,4,0,0,0,1,1,0,0,0,0,11,1,0,3.316243009321717,0.3565026099891639,2024-01-03 17:19:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
16,0,16,2,12,4,2,2,0,2,7,4,3,1,1,4,1,0,0,0,1,1,21,0,0,1.7146373445606171,0.265804217498325,2024-01-03 17:20:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
112,4,112,1,107,5,0,6,1,5,28,2,2,1,5,1,0,0,0,0,1,5,65,11,5,1.1502834819787804,0.12851621318068024,2024-01-03 17:21:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
38,3,38,0,25,12,3,3,1,2,12,3,4,1,0,3,0,2,0,0,1,0,35,4,1,2.2189703377287513,0.17100873319539067,2024-01-03 17:22:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
277,17,277,4,190,87,10,9,1,8,15,5,7,4,6,10,9,2,1,0,1,5,132,23,7,2.5528768492444702,0.10054316160981899,2024-01-03 17:23:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
66,4,66,1,57,9,5,7,1,6,10,4,3,0,6,6,1,0,0,0,0,6,13,3,3,1.6228647114741919,0.03946950387794004,2024-01-03 17:24:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
26,12,26,0,24,2,0,1,0,1,11,2,1,0,0,1,0,0,0,0,0,0,18,14,2,1.2696426350596786,0.13955966618466406,2024-01-03 17:25:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
120,5,120,2,100,20,4,5,0,5,12,5,7,2,2,6,2,2,0,0,2,1,66,1,3,2.2846105886120966,0.10746034909988715,2024-01-03 17:26:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
29,1,29,3,25,4,1,8,0,8,9,5,3,1,4,12,1,0,0,0,1,4,13,0,1,1.7673851712238617,0.09594383708264209,2024-01-03 17:27:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
8,2,8,3,7,1,1,3,3,0,4,2,1,3,1,0,0,0,0,0,3,1,5,0,0,0.28749506168516437,0.21651568193275098,2024-01-03 17:28:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
49,10,49,1,23,26,2,3,0,3,13,3,7,0,1,4,2,0,0,0,0,1,44,1,5,3.119378651576594,0.17729891041930607,2024-01-03 17:29:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
321,17,321,2,200,121,4,3,1,2,24,3,5,2,5,5,4,1,0,0,1,5,104,14,6,1.9813692186258276,0.07043100547786713,2024-01-03 17:30:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
12,1,12,1,7,5,1,2,1,1,5,4,4,1,1,1,1,1,0,0,1,1,13,4,1,2.2900867233051114,0.26130571697930405,2024-01-03 17:31:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
19,1,19,3,6,13,3,4,0,4,9,4,6,2,2,1,0,0,2,2,1,1,10,4,1,2.9363972527050812,0.11133425563513502,2024-01-03 17:32:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
109,2,109,0,102,6,3,2,0,2,28,4,4,1,3,2,0,2,0,0,1,1,62,10,2,1.8003486119764656,0.14551089416235993,2024-01-03 17:33:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
44,0,44,0,36,8,0,4,0,4,11,2,5,0,2,0,0,1,1,0,0,2,38,20,0,2.7445463715748195,0.16509260239324905,2024-01-03 17:34:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
56,1,56,1,52,3,2,8,0,8,13,2,4,0,6,0,4,1,0,0,0,5,17,17,0,1.9848507463492582,0.06031084459232927,2024-01-03 17:35:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
21,1,21,1,19,2,1,1,0,1,12,3,4,0,0,0,3,1,0,0,0,0,14,0,0,3.065735263326771,0.11470213851586902,2024-01-03 17:36:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
609,4,609,1,587,22,3,4,2,2,28,3,4,2,4,1,2,0,0,0,2,4,89,2,1,1.573337391988448,0.03304754841714241,2024-01-03 17:37:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
140,11,140,4,106,34,3,5,3,2,25,3,4,2,1,11,3,1,0,0,2,1,80,8,2,1.9101724994325733,0.11686492417029441,2024-01-03 17:38:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
54,12,54,3,51,3,2,7,2,5,7,2,3,4,5,0,6,0,0,0,2,5,31,6,6,1.5419250693794597,0.12071810112972736,2024-01-03 17:39:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
15,1,15,2,7,8,3,3,1,2,8,3,2,2,3,3,0,0,0,0,2,2,7,2,1,1.07231956825999,0.11189905335392941,2024-01-03 17:40:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
18,1,18,3,11,7,1,3,1,2,14,3,3,1,3,0,4,0,0,0,1,2,18,2,1,2.02717722519109,0.17524476277193973,2024-01-03 17:41:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
87,15,87,1,42,45,3,4,0,4,11,4,4,1,3,10,1,1,1,0,0,2,39,5,2,1.9660286649722112,0.09565016058319879,2024-01-03 17:42:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
18,0,18,1,11,6,3,1,0,1,6,4,3,0,1,3,2,0,0,0,0,1,17,1,0,1.9885618324844978,0.25134004378985164,2024-01-03 17:43:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
19,0,19,1,18,1,0,2,0,2,12,2,3,0,0,1,2,0,0,0,0,0,11,0,0,2.9434328203984967,0.07777849616523694,2024-01-03 17:44:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
607,1,607,1,587,20,1,4,0,4,28,4,6,1,3,1,2,0,1,0,1,2,97,4,1,2.462232104529116,0.03601711398544377,2024-01-03 17:45:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
21,1,21,0,14,6,0,3,0,3,7,3,2,0,1,4,0,0,0,0,0,1,7,2,0,1.9339427590281606,0.07545081114150481,2024-01-03 17:46:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
22,4,22,0,19,3,1,1,0,1,6,3,3,0,1,0,1,0,0,0,0,1,17,1,2,1.7680529897797865,0.18393546556143897,2024-01-03 17:47:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
10,0,10,0,6,4,0,1,0,1,14,2,3,0,0,1,1,0,0,0,0,0,19,2,0,2.8125134018815166,0.31905723560502597,2024-01-03 17:48:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
23,1,23,3,14,9,2,4,1,3,9,4,3,3,2,2,1,1,0,0,2,2,20,2,1,1.230829697553468,0.17242906625249127,2024-01-03 17:49:00,synthetic,likely_normal_synthetic,enhanced_borderline_smote,True,True
