announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_avg,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,rare_ases_avg,nadas,flaps,label
245,4,106,0,0,1,0,0,0,0,7,4,1.891236871812518,4,0,16,3,2,1,0,0,0,1,26,0.24940714293861743,1,0,anomaly
139,4,51,0,0,1,0,0,0,2,9,8,4.396751946066872,6,0,9,0,0,0,0,0,0,2,43,0.02943336282589886,16,0,anomaly
125,3,66,0,0,1,0,61,3,57,12,6,1.6100090194690486,2,0,0,0,0,0,0,0,0,0,159,0.035197094505887844,0,0,anomaly
67,2,50,0,0,1,0,0,0,0,10,1,6.226602399035206,0,0,0,0,0,0,0,0,0,10,135,0.038314549701333626,5,0,anomaly
92,6,47,0,0,1,0,36,3,33,6,3,1.3972452012547527,6,0,0,0,3,0,0,0,0,8,1,0.03273116078060899,39,0,anomaly
67,2,45,0,0,1,0,15,0,16,5,4,2.6570566440467847,1,0,11,0,0,0,0,0,0,0,136,0.037089210220658,0,0,anomaly
126,14,34,0,0,1,0,29,5,25,6,6,1.6577875342458857,3,0,12,0,0,0,0,0,0,16,15,0.06164658952253333,0,0,anomaly
110,8,53,0,0,1,0,13,0,13,11,6,1.1211699596490197,5,0,0,3,3,0,0,0,0,6,24,0.06422529866795675,0,0,anomaly
106,10,51,0,0,1,0,24,3,21,6,5,0.0,0,0,0,0,0,0,0,0,0,0,9,0.030395132399055905,0,0,anomaly
223,3,132,0,0,1,0,29,3,26,8,2,2.079850009229176,1,0,0,0,0,0,0,0,0,4,77,0.03240592173162099,1,0,anomaly
87,9,64,0,0,1,0,10,0,11,14,4,3.051978833245651,1,0,0,0,0,0,0,0,0,16,130,0.16258298591532716,0,0,anomaly
101,2,74,0,0,1,0,15,0,16,11,2,3.7017215131060066,0,0,0,0,0,0,0,0,0,11,11,0.028735401503200822,0,0,anomaly
135,9,97,0,0,1,0,6,0,8,9,1,0.7829679942193313,0,0,0,0,0,0,0,0,0,3,89,0.11483020640109756,0,0,anomaly
95,4,36,0,0,1,0,32,3,29,6,4,1.8708049433587806,6,0,13,3,0,0,0,1,0,2,128,0.055471798545961404,0,0,anomaly
141,2,100,0,0,1,0,11,0,12,5,2,2.3764856709151068,0,0,0,0,0,0,0,0,0,7,109,0.009667704131968163,0,0,anomaly
68,3,35,0,0,1,0,5,0,7,6,5,1.5433261574753154,3,0,7,2,0,0,0,0,0,14,177,0.008802915806765793,4,0,anomaly
92,3,54,0,0,1,0,23,1,21,9,3,1.7243044303418686,0,0,0,0,0,0,0,0,0,10,88,0.0231536134098782,0,0,anomaly
198,4,147,1,0,1,0,17,1,15,5,4,0.07143931980878993,0,0,0,0,0,0,0,0,0,11,21,0.010764399064801367,25,0,anomaly
107,6,37,0,0,1,0,11,0,11,14,2,0.6173944950697221,0,0,0,0,0,0,0,0,0,3,1,0.04073006147832663,0,0,anomaly
114,2,25,0,0,1,0,1,0,4,13,7,0.9623607505485632,7,0,0,3,3,0,0,0,0,21,49,0.08382281991363226,0,0,anomaly
98,3,46,0,0,1,0,0,2,0,5,5,2.3229316699549796,2,0,1,9,0,0,0,0,0,18,1,0.02326893874984528,0,0,anomaly
123,7,104,1,0,1,0,34,3,31,10,3,0.5451565019586784,0,0,0,0,0,0,0,0,0,5,30,0.021946648557663307,7,0,anomaly
130,2,76,0,0,1,0,23,0,24,9,3,2.1606296972709846,2,0,1,3,0,0,0,0,0,12,42,0.06611812785882137,0,0,anomaly
58,3,54,0,0,1,0,1,0,3,11,4,0.7849912905027938,1,0,2,0,0,0,0,0,0,20,323,0.014958825109119892,0,0,anomaly
88,4,77,0,0,1,0,5,0,7,16,5,1.9165072822836684,5,0,13,4,2,0,0,0,0,13,31,0.04242394190820688,0,0,anomaly
129,6,76,0,0,1,0,6,0,8,10,3,4.076678934822726,10,0,2,0,8,0,0,0,0,5,1,0.09913695383981194,1,0,anomaly
175,3,182,0,0,1,0,24,0,24,9,4,5.368184165989886,3,0,0,0,0,0,0,0,0,16,8,0.016353338460775184,0,0,anomaly
106,2,81,0,0,1,0,0,0,0,7,4,2.0025218458239555,1,0,12,0,0,0,0,0,0,12,18,0.03708802239647026,0,0,anomaly
119,6,37,0,0,1,0,0,0,0,14,2,4.654450765835131,12,0,9,7,6,1,0,0,0,15,86,0.00551225574162827,0,0,anomaly
266,3,45,1,0,1,0,0,0,0,7,3,2.5168986828158992,5,0,11,0,4,0,0,0,0,8,15,0.11315296228408556,0,0,anomaly
125,5,86,0,0,1,0,16,1,15,10,2,0.0,0,0,0,0,0,0,0,0,0,7,54,0.07421311152102693,4,0,anomaly
98,7,59,0,0,1,0,26,0,26,11,6,1.830461921888881,5,0,11,0,0,0,0,0,0,20,80,0.01788846617966417,1,0,anomaly
100,3,50,0,0,1,0,6,0,8,7,6,0.44562877809504786,1,0,0,0,0,0,0,0,0,10,25,0.0015226247758264194,0,1,anomaly
99,6,44,0,0,1,0,24,2,22,6,4,4.462146497984581,10,0,29,11,0,1,0,1,0,0,112,0.08695631351780436,2,0,anomaly
110,14,85,0,0,1,0,15,0,16,8,3,1.4321081169642622,3,0,0,5,0,0,0,0,0,0,1,0.012293707772609741,1,0,anomaly
142,4,53,0,0,1,0,40,2,38,9,2,1.6512260531520173,0,0,0,0,0,0,0,0,0,0,42,0.04412499630863877,0,0,anomaly
271,5,126,0,0,1,0,0,0,1,7,1,0.7576813616224591,0,0,0,0,0,0,0,0,0,0,6,0.13632870485679513,8,0,anomaly
104,18,51,0,0,1,0,0,0,1,6,3,3.034295191557052,11,0,8,9,3,0,0,0,0,14,1,0.18590833718172248,0,0,anomaly
95,3,69,0,0,1,0,6,0,7,6,2,2.9671812800682864,0,0,0,0,0,0,0,0,0,2,66,0.0517795410152172,0,0,anomaly
71,5,63,0,0,1,0,9,0,10,7,4,3.555821769329689,11,0,8,9,2,0,0,1,0,9,22,0.035278263451281065,1,1,anomaly
121,2,27,0,0,1,0,0,0,2,15,2,0.5505251371636566,0,0,0,0,0,0,0,0,0,21,54,0.009046656669966235,0,0,anomaly
95,2,96,0,0,1,0,16,0,17,10,3,0.4965668385469362,0,0,0,0,0,0,0,0,0,0,24,0.007465800257003675,0,0,anomaly
133,2,107,0,0,1,0,0,0,1,14,2,0.7603968995392001,0,0,0,0,0,0,0,0,0,0,347,0.011959521518843025,8,0,anomaly
91,10,75,0,0,1,0,0,0,2,8,1,1.720951534794029,3,0,17,11,0,0,0,0,0,3,1049,0.08841410558244743,3,0,anomaly
97,6,49,0,0,1,0,0,0,0,10,3,1.7552286540293618,4,0,0,3,0,0,0,0,0,2,30,0.009414068415731353,1,0,anomaly
89,10,73,0,0,1,0,15,0,16,8,5,1.2271877201621355,3,0,12,0,0,0,0,0,0,4,77,0.042916792246616674,0,0,anomaly
75,4,33,0,0,1,0,47,2,45,9,4,1.5320909985026527,0,0,0,0,0,0,0,0,0,0,13,0.011505248918958846,1,0,anomaly
255,3,147,0,0,1,0,46,2,44,8,4,1.0975520568727504,3,0,2,10,2,0,0,0,0,2,37,0.029030279693300864,0,0,anomaly
263,22,221,0,0,1,0,0,1,0,6,2,2.084642495225635,5,0,0,10,0,1,1,0,0,9,36,0.04002107487693129,0,0,anomaly
126,2,29,0,0,1,0,21,0,22,16,4,2.0347254625030233,3,0,0,0,0,0,0,0,0,6,1,0.04196312516026043,0,0,anomaly
100,2,79,0,0,1,0,0,0,1,9,2,2.0218537810946127,2,0,13,7,0,0,0,0,0,0,1,0.03403923735105379,0,0,anomaly
115,7,61,0,0,1,0,1,0,4,11,4,1.9294055433385469,4,0,14,2,0,0,0,0,0,7,1,0.04556081988847978,0,0,anomaly
130,4,67,0,0,1,0,7,0,9,10,5,0.39948405631699635,4,0,5,6,1,0,0,0,0,14,36,0.008434687461907352,0,0,anomaly
171,15,134,0,0,1,0,0,0,1,10,4,2.2902571001764196,3,0,15,6,3,0,0,0,0,7,44,0.039271091695426495,35,0,anomaly
76,18,57,0,0,1,0,0,0,0,8,3,1.024298574640265,0,0,0,0,0,0,0,0,0,5,1,0.04161471741243403,2,0,anomaly
84,3,71,0,0,1,0,0,0,0,6,2,2.4065707593882375,6,0,8,0,4,0,0,0,0,5,46,0.03446556988682464,4,1,anomaly
104,2,55,0,0,1,0,11,2,8,9,4,1.1433114092661287,3,0,0,4,1,0,0,0,0,10,98,0.05980337073929512,0,0,anomaly
72,7,48,0,0,1,0,5,0,7,7,1,3.127927204523772,4,0,10,4,0,0,0,0,0,22,1,0.10696920147521392,14,0,anomaly
48,10,59,0,0,1,0,8,0,10,8,2,3.604987216066965,6,0,10,3,0,0,1,1,0,11,125,0.02178892758969896,18,0,anomaly
84,2,50,0,0,1,0,56,4,52,9,4,1.8823776025247865,8,0,13,4,0,1,1,1,0,0,67,0.08202036552833726,0,0,anomaly
134,2,95,0,0,1,0,164,13,151,9,5,0.8138334316802294,2,0,15,0,0,0,0,0,0,4,36,0.03818710236408595,7,0,anomaly
106,9,84,0,0,1,0,53,3,50,10,1,1.7530767540472536,0,0,0,0,0,0,0,0,0,3,137,0.15495817577695398,0,0,anomaly
126,5,68,0,0,1,0,62,3,58,9,4,0.0,2,0,2,0,0,0,0,0,0,4,1,0.060144606678533614,0,0,anomaly
107,6,85,0,0,1,0,7,0,9,10,4,3.1345006260180197,10,0,0,12,1,2,0,0,0,8,39,0.1376465223990696,0,0,anomaly
88,9,58,0,0,1,0,3,0,4,13,3,1.136991572229302,0,0,0,0,0,0,0,0,0,0,29,0.030914129891786123,1,0,anomaly
64,2,62,0,0,1,0,32,1,31,13,2,2.29791668725378,2,0,4,7,0,0,0,0,0,0,77,0.0733534189484678,24,0,anomaly
103,20,69,0,0,1,0,19,0,20,9,7,5.409864488723242,13,0,11,0,0,0,0,1,0,0,23,0.06143681841630094,0,0,anomaly
100,3,50,0,0,1,0,22,0,22,7,7,0.8492193298617012,2,0,0,0,0,0,0,0,0,0,84,0.029998097387010023,0,0,anomaly
239,3,142,0,0,1,0,14,1,13,7,1,0.18509607976166054,0,0,0,0,0,0,0,0,0,0,26,0.03606807503084717,3,0,anomaly
124,7,90,0,0,1,0,18,0,18,14,5,0.5817755424700792,5,0,0,5,0,0,0,0,0,4,1,0.06728312014412423,1,0,anomaly
91,10,74,0,0,1,0,21,0,21,8,7,4.92055293679276,13,0,14,0,4,0,1,0,0,3,1,0.01504086147498372,0,0,anomaly
54,2,45,0,0,1,0,4,0,6,9,6,1.9548686270886912,5,0,6,6,0,0,0,0,0,9,28,0.06362429266923117,0,1,anomaly
68,2,47,0,0,1,0,12,0,14,5,2,0.27666358430757576,0,0,0,0,0,0,0,0,0,0,14,0.02038864327118253,1,0,anomaly
48,5,57,0,0,1,0,0,0,0,9,3,2.4398427177328075,7,0,3,6,0,0,0,1,0,0,49,0.039370506828197524,0,0,anomaly
81,2,73,0,0,1,0,8,0,10,7,5,3.8612646814037963,12,0,0,8,5,0,1,0,0,13,120,0.048048785011117076,0,2,anomaly
69,6,63,0,0,1,0,6,0,8,14,8,1.6765565141822343,10,0,18,4,1,1,1,1,0,0,57,0.01239175576389107,0,0,anomaly
129,2,80,0,0,1,0,0,0,2,14,2,2.0378401896824636,3,0,7,3,1,0,0,0,0,0,180,0.014343112321370753,1,1,anomaly
89,10,74,0,0,1,0,30,1,30,8,1,2.5356220391592466,9,0,0,0,3,3,1,0,0,18,4,0.026263319368651276,2,0,anomaly
116,2,85,0,0,1,0,31,1,30,6,6,1.3966989094670192,3,0,3,0,0,0,0,0,0,3,67,0.06032465260482477,0,0,anomaly
104,4,53,0,0,1,0,18,0,19,9,4,1.752815053374154,1,0,0,0,0,0,0,0,0,0,31,0.06841526061013962,0,0,anomaly
68,3,58,0,0,1,0,0,0,1,14,2,3.3702259305901547,1,0,14,0,0,0,0,0,0,0,51,0.026591801033894732,0,0,anomaly
177,11,133,0,0,1,0,74,7,67,9,1,2.6403773475439687,5,0,2,0,0,1,0,0,0,14,96,0.007898834002543901,0,0,anomaly
99,3,55,0,0,1,0,6,0,8,6,3,0.9891423192710902,0,0,0,0,0,0,0,0,0,0,1,0.029146869139792458,0,0,anomaly
259,3,114,0,0,1,0,1,0,3,7,5,3.746694369931898,12,0,8,7,0,3,0,2,0,0,40,0.06672685776915639,0,0,anomaly
192,20,67,0,0,1,0,18,1,17,9,8,2.0705084002939462,6,0,16,3,0,0,0,0,0,3,93,0.001935636757167903,0,0,anomaly
78,3,59,0,0,1,0,23,1,22,6,3,0.0,0,0,0,0,0,0,0,0,0,8,1,0.03288550188648156,0,0,anomaly
73,2,49,0,0,1,0,25,0,25,5,7,0.8417282759378413,4,0,11,0,0,0,0,0,0,8,14,0.0,1,0,anomaly
100,3,48,1,0,1,0,0,1,0,5,4,4.900503543812366,14,0,2,0,0,1,0,0,0,9,59,0.07068266328582458,0,0,anomaly
102,13,71,0,0,1,0,20,0,20,8,5,3.720381067289365,3,0,3,5,0,0,0,0,0,8,23,0.04390290991284432,0,0,anomaly
169,7,121,0,0,1,0,13,0,13,10,4,0.6114365728520632,2,0,26,8,0,0,0,0,0,13,46,0.049757203975362964,0,0,anomaly
172,4,75,0,0,1,0,37,4,33,8,1,0.6891352845091765,1,0,6,0,0,0,0,0,0,0,9,0.026945948790567633,0,0,anomaly
71,7,41,0,0,1,0,0,0,1,7,2,4.529869776251999,8,0,13,6,1,2,0,1,0,16,33,0.07941867872437981,0,0,anomaly
102,5,61,0,0,1,0,35,3,32,6,2,2.6347246437264458,9,0,13,9,5,0,2,0,0,27,35,0.2190434959363404,0,0,anomaly
112,2,71,0,0,1,0,17,0,17,11,6,1.4419003658315825,4,0,0,3,0,0,0,0,0,4,4,0.03410438699623748,0,0,anomaly
192,5,65,0,0,1,0,22,3,19,7,6,2.1794444257422674,8,0,0,8,3,1,0,1,0,9,15,0.0,0,0,anomaly
141,4,74,0,0,1,0,42,2,41,7,5,3.601590590210031,3,0,15,5,2,0,0,0,0,9,7,0.009381950985682074,1,0,anomaly
109,6,38,0,0,1,0,4,0,5,14,7,1.4123966964878,5,0,0,2,0,0,0,0,0,16,145,0.04024232937623503,0,0,anomaly
101,6,56,0,0,1,0,39,4,35,8,2,4.749258948676636,11,0,0,7,0,3,0,0,0,4,33,0.03240784910416191,0,0,anomaly
106,9,84,0,0,1,0,0,0,1,11,6,0.581557335942336,5,0,16,12,1,0,0,0,0,0,105,0.08185396943471938,1,0,anomaly
88,8,58,0,0,1,0,21,2,19,10,2,1.5330260189539413,1,0,0,0,0,0,0,0,0,0,7,0.22221112651278244,1,0,anomaly
156,2,107,0,0,1,0,19,0,19,13,4,3.0520820139380582,3,0,0,3,0,0,0,0,0,1,113,0.03861232707157325,0,0,anomaly
88,10,68,0,0,1,0,6,0,8,8,7,1.9266020689023595,5,0,25,0,0,0,0,0,0,0,1,0.13701402914291053,5,0,anomaly
99,3,60,0,0,1,0,92,6,86,6,4,4.003784667924671,11,0,0,4,6,2,0,0,0,10,116,0.010876777527439225,0,0,anomaly
96,2,47,0,0,1,0,65,4,62,5,3,1.9524086077507747,0,0,0,0,0,0,0,0,0,9,49,0.14836081512646562,4,1,anomaly
82,8,59,0,0,1,0,12,2,10,10,2,0.8625172471076299,2,0,2,9,0,0,0,0,0,6,184,0.025552877856176538,0,0,anomaly
70,12,70,0,0,1,0,50,2,47,15,6,4.282990821911458,15,0,4,10,1,0,1,1,0,0,34,0.012762814513279628,3,0,anomaly
153,2,131,0,0,1,0,24,0,24,9,5,4.880686234822086,16,0,0,7,2,0,1,0,0,7,1,0.055578875321251185,1,0,anomaly
140,9,52,0,0,1,0,36,1,35,8,3,4.111442475853103,11,0,0,9,3,0,0,1,0,10,50,0.03697825817470216,0,0,anomaly
140,4,53,0,0,1,0,11,0,12,8,4,1.5798059585491044,1,0,21,0,0,0,0,0,0,14,23,0.04045200975473274,6,0,anomaly
89,10,64,0,0,1,0,0,0,1,8,2,0.6441214036564493,0,0,0,0,0,0,0,0,0,0,68,0.023826492469055792,0,0,anomaly
102,8,61,0,0,1,0,0,0,0,12,4,0.0,0,0,0,0,0,0,0,0,0,24,32,0.030554265365123977,0,0,anomaly
79,2,41,0,0,1,0,2,0,3,10,3,2.42006512193442,2,0,5,3,0,0,0,0,0,0,24,0.13163052701275108,0,0,anomaly
78,5,55,0,0,1,0,21,1,20,6,2,2.542763112490602,1,0,9,0,0,0,0,0,0,14,68,0.003738321940497878,7,0,anomaly
100,3,58,0,0,1,0,38,1,37,7,3,0.5822986466799167,0,0,0,0,0,0,0,0,0,8,30,0.054907182411567064,0,0,anomaly
103,10,94,0,0,1,0,49,2,46,10,2,2.0074376930428595,1,0,0,0,0,0,0,0,0,19,164,0.035573561112195694,0,0,anomaly
100,3,50,0,0,1,0,18,0,19,7,2,3.3822360997839582,8,0,9,6,0,0,0,0,0,0,15,0.0008228726889206811,0,0,anomaly
159,2,76,0,0,1,0,20,0,20,11,6,6.217709243603448,13,0,14,0,11,1,1,0,0,0,26,0.15802448799600488,0,0,anomaly
90,2,64,0,0,1,0,24,0,24,9,5,9.39072680995832,13,0,21,0,7,3,0,0,0,11,31,0.04355302259019224,0,0,anomaly
92,7,66,0,0,1,0,7,0,9,12,6,0.061874066514653325,4,0,25,0,0,0,0,0,0,7,89,0.0037053664217170097,1,0,anomaly
112,6,118,0,0,1,0,54,3,51,13,2,3.1283742892619375,4,0,7,0,6,1,0,0,0,2,5,0.0895263883859707,1,0,anomaly
85,13,59,0,0,1,0,5,0,6,10,2,7.561948195011521,2,0,17,10,0,0,0,0,0,0,68,0.042336465312224215,0,1,anomaly
92,8,53,0,0,1,0,0,0,0,13,6,3.019850528183084,9,0,0,16,3,0,1,0,0,10,25,0.03771856119054734,0,0,anomaly
197,6,85,0,0,1,0,14,2,12,8,3,0.6958344262380356,4,0,22,2,7,1,0,0,0,0,39,0.006845941485268526,0,0,anomaly
98,20,75,0,0,1,0,10,0,11,9,3,0.03834278888333609,0,0,0,0,0,0,0,0,0,27,158,0.12570157315686406,0,0,anomaly
106,2,78,0,0,1,0,2,0,4,9,2,3.0550651795455868,9,0,4,0,0,0,0,2,0,14,81,0.04293160284001955,0,2,anomaly
149,9,91,0,0,1,0,24,0,24,11,3,3.371415967936956,6,0,11,0,4,0,1,1,0,2,61,0.011817289158533056,0,0,anomaly
289,3,104,0,0,1,0,10,0,10,6,4,1.4088258100127442,5,0,7,2,1,0,1,0,0,11,30,0.023570192447560884,0,1,anomaly
136,2,110,0,0,1,0,49,2,47,13,5,3.3113618718341287,9,0,9,9,0,4,0,0,0,5,18,0.05944508565696781,0,1,anomaly
87,2,52,0,0,1,0,128,10,118,7,4,2.9540627322391106,2,0,21,18,0,0,0,0,0,0,53,0.0,3,0,anomaly
101,13,54,0,0,1,0,8,3,6,10,3,0.0,0,0,0,0,0,0,0,0,0,3,102,0.034730345642561826,1,1,anomaly
98,7,73,0,0,1,0,0,0,1,11,4,0.4439645800068075,4,0,0,0,2,3,0,0,0,14,22,0.01830265326503871,0,0,anomaly
138,4,54,0,0,1,0,19,0,20,9,3,3.4605121121592664,1,0,24,0,0,0,0,0,0,7,23,0.015505825629779724,2,0,anomaly
103,13,82,0,0,1,0,0,0,1,8,4,1.9351479600989925,3,0,12,6,0,0,0,0,0,1,29,0.08692690295344548,0,0,anomaly
183,3,148,0,0,1,0,0,2,0,10,3,0.8388836282278136,2,0,26,6,0,0,0,0,0,16,53,0.016459217091293693,1,0,anomaly
259,3,124,0,0,1,0,36,2,34,7,5,1.4235755625198028,3,0,16,5,0,0,0,0,0,0,13,0.018371220670675942,6,0,anomaly
88,2,68,0,0,1,0,28,0,27,7,3,0.7586866682460423,2,0,0,1,0,0,0,0,0,0,18,0.056882782769572975,31,0,anomaly
294,10,225,0,0,1,0,18,0,19,8,1,1.8177392642464176,0,0,0,0,0,0,0,0,0,9,22,0.12182168805425621,0,1,anomaly
162,11,122,0,0,1,0,15,1,14,10,1,3.6834943364621155,10,0,0,7,5,2,1,1,0,10,1,0.05574145643112291,0,0,anomaly
74,2,43,0,0,1,0,30,2,28,10,2,0.08285073602224546,0,0,0,0,0,0,0,0,0,0,23,0.060871015008065646,0,0,anomaly
96,3,53,0,0,1,0,6,0,8,6,6,1.8090117324951456,4,0,6,0,0,0,0,0,0,13,39,0.02072153794089263,0,0,anomaly
92,2,70,0,0,1,0,11,0,12,7,6,1.0030021241045521,4,0,0,2,0,0,0,0,0,0,72,0.22412078549168785,0,1,anomaly
132,2,74,0,0,1,0,19,0,19,11,4,0.0,0,0,0,0,0,0,0,0,0,0,42,0.06563447433023747,0,1,anomaly
266,3,141,0,0,1,0,7,0,9,8,1,6.120286229331464,0,0,0,0,0,0,0,0,0,0,9,0.0678986865057667,1,0,anomaly
189,5,86,0,0,1,0,0,2,0,7,2,2.4661145376755282,0,0,0,0,0,0,0,0,0,1,16,0.06345309301503672,0,1,anomaly
97,12,65,0,0,1,0,97,7,90,8,5,0.0,3,0,5,6,0,0,0,0,0,0,14,0.037036002621600166,0,0,anomaly
124,3,65,0,0,1,0,10,0,11,12,3,4.235330927473313,15,0,24,0,1,0,0,0,0,5,1,0.027420821003745873,0,0,anomaly
89,4,74,0,0,1,0,0,0,1,15,2,3.8155961215878103,11,0,3,5,0,1,1,0,0,3,56,0.008026570131150313,0,0,anomaly
123,2,42,0,0,1,0,20,0,21,7,3,0.0,0,0,0,0,0,0,0,0,0,5,411,0.04505270170381497,0,0,anomaly
149,9,86,0,0,1,0,46,2,44,11,2,3.441588200858386,10,0,17,0,3,1,0,0,0,9,30,0.027514193529669693,0,0,anomaly
196,20,51,0,0,1,0,4,0,5,8,5,0.8091172118317544,1,0,0,0,0,0,0,0,0,5,71,0.020740162736164615,0,0,anomaly
125,5,62,0,0,1,0,31,1,30,9,5,2.052433593285616,5,0,0,4,2,0,0,0,0,0,31,0.056039422417490534,0,0,anomaly
61,2,52,1,0,1,0,10,0,11,12,5,1.2024284269986987,3,0,0,0,0,0,0,0,0,0,29,0.03317157964973051,0,0,anomaly
132,2,74,0,0,1,0,38,1,37,11,5,4.414145124382839,14,0,0,6,4,1,0,1,0,0,64,0.03181473142638904,0,0,anomaly
90,8,54,0,0,1,0,27,1,26,13,4,4.631571378321086,13,0,0,2,0,1,1,0,0,0,22,0.02119815635316917,6,0,anomaly
51,7,46,0,0,1,0,27,0,27,11,2,1.2860005972105295,1,0,7,0,0,0,0,0,0,0,1,0.08360066261042563,0,0,anomaly
87,2,68,0,0,1,0,6,0,7,7,3,0.37795728031972,0,0,0,0,0,0,0,0,0,5,39,0.009827925822616155,48,0,anomaly
140,4,75,0,0,1,0,20,0,20,7,1,0.171452958406344,0,0,0,0,0,0,0,0,0,6,1,0.07723734847080291,0,0,anomaly
87,2,62,0,0,1,0,277,68,256,10,2,0.0,0,0,0,0,0,0,0,0,0,7,51,0.016713472661926278,0,0,anomaly
62,2,51,1,0,1,0,13,0,14,13,5,0.7505550816362967,2,0,0,0,0,0,0,0,0,13,202,0.02452378810569004,0,0,anomaly
178,7,80,0,0,1,0,2,0,3,10,4,0.3118313496293401,0,0,0,0,0,0,0,0,0,2,81,0.023011278255750677,0,0,anomaly
92,4,75,0,0,1,0,3,0,5,14,6,1.7496478570197493,4,0,14,0,0,0,0,0,0,0,335,0.016371797567128785,0,0,anomaly
120,2,104,0,0,1,0,0,0,1,13,5,8.37399157045897,15,0,14,0,0,0,1,0,0,14,121,0.038204880421790766,0,0,anomaly
68,3,63,0,0,1,0,4,0,4,5,4,3.1303087329922112,3,0,0,1,2,0,0,0,0,1,119,0.1024870497655525,0,0,anomaly
94,2,74,0,0,1,0,0,0,1,12,3,1.6888932432169756,2,0,6,4,0,0,0,0,0,20,60,0.0012425612641864525,0,0,anomaly
44,11,60,0,0,1,0,34,1,33,7,4,3.167728287179952,8,0,2,0,0,1,3,0,0,0,208,0.18035431437578914,1,0,anomaly
117,5,55,0,0,1,0,21,0,21,8,5,3.4954465748536148,3,0,0,0,0,0,0,0,0,4,54,0.09308280170568058,84,0,anomaly
105,3,83,0,0,1,0,85,7,79,9,2,2.593804089170659,6,0,11,3,0,0,0,2,0,6,78,0.007965737765622361,0,0,anomaly
210,15,24,0,0,1,0,16,0,17,7,3,1.438269463778147,1,0,24,0,0,0,0,0,0,9,103,0.00953025872325128,0,0,anomaly
271,3,131,0,0,1,0,38,4,35,10,2,3.2724156470796317,4,0,0,8,1,0,0,0,0,9,30,0.06796913829852946,0,0,anomaly
57,3,48,0,0,1,0,14,0,15,11,3,0.4797083754365623,1,0,0,0,0,0,0,0,0,23,96,0.028184838624123056,0,0,anomaly
132,7,70,0,0,1,0,16,0,17,15,5,2.8217844641429637,4,0,0,6,0,0,0,0,0,0,19,0.018375160386862828,1,0,anomaly
100,3,44,0,0,1,0,5,3,2,5,2,0.8794359812140342,0,0,0,0,0,0,0,0,0,5,50,0.0676880989824465,0,0,anomaly
98,3,75,0,0,1,0,0,0,1,16,4,8.143083849665285,18,0,3,9,1,0,0,0,0,14,5,0.01385487258416198,0,0,anomaly
99,5,42,0,0,1,0,7,0,7,6,1,8.833654983087845,4,0,1,0,4,3,0,0,0,8,75,0.11945655540653567,0,0,anomaly
96,8,52,0,0,1,0,15,0,16,10,4,1.4450345707972696,5,0,13,5,0,0,0,0,0,2,42,0.03293806896488059,26,1,anomaly
132,2,101,0,0,1,0,9,0,10,12,3,0.12590384523142362,3,0,23,8,1,0,0,0,0,0,83,0.0198101351848811,0,0,anomaly
97,2,33,0,0,1,0,15,0,15,8,2,1.0063183645816398,0,0,0,0,0,0,0,0,0,0,4,0.02465873027674219,0,0,anomaly
152,11,99,0,0,1,0,0,0,0,10,7,2.36482708167552,8,0,0,0,3,4,0,0,0,5,33,0.051341836408795465,0,0,anomaly
148,10,56,0,0,1,0,0,0,1,9,2,0.33282607086972815,0,0,0,0,0,0,0,0,0,7,33,0.09168509330447636,0,0,anomaly
99,3,53,0,0,1,0,0,0,1,7,4,5.415380530992013,11,0,12,0,5,0,0,0,0,0,223,0.0539214516436304,0,0,anomaly
72,7,56,0,0,1,0,37,1,36,7,2,6.332184775091086,10,0,21,5,4,0,0,1,0,0,57,0.0304072684619481,1,0,anomaly
94,2,74,0,0,1,0,19,0,20,11,6,4.484560450755206,14,0,14,8,4,0,0,0,0,3,48,0.008383655553877723,0,1,anomaly
148,6,87,0,0,1,0,0,0,1,12,2,1.1469710948559098,2,0,22,6,0,0,0,0,0,7,96,0.039377279190620756,9,0,anomaly
100,6,71,0,0,1,0,18,0,18,9,6,0.0,3,0,4,0,0,0,0,0,0,8,37,0.027432004583131876,0,0,anomaly
92,6,52,0,0,1,0,6,1,5,7,5,2.2189987590929867,7,0,1,7,0,2,0,0,0,24,30,0.0188954668367508,0,0,anomaly
142,6,83,0,0,1,0,10,0,11,13,2,1.3107551470421512,3,0,8,8,0,0,0,0,0,13,26,0.06676680069886601,5,0,anomaly
73,2,55,0,0,1,0,30,4,26,7,5,0.3666587893564379,0,0,0,0,0,0,0,0,0,0,1,0.038307349727195156,0,0,anomaly
138,2,74,0,0,1,0,15,0,16,11,6,2.128941071382116,10,0,13,0,2,0,1,0,0,0,117,0.06955142532286986,1,0,anomaly
216,4,147,1,0,1,0,12,1,11,6,2,6.493705428948999,3,0,17,5,1,0,0,0,0,13,1,0.011238046078987192,28,0,anomaly
170,7,82,0,0,1,0,17,0,17,12,6,0.6920631932135941,2,0,0,0,0,0,0,0,0,2,1,0.027141870247832465,0,0,anomaly
